X,Y,Z
0.0,0.0,0.4102223261098071
0.33557046979865773,0.0,0.7180826392670399
0.6711409395973155,0.0,1.124802287998361
1.0067114093959733,0.0,1.0095335609208234
1.342281879194631,0.0,1.8318518172806821
1.6778523489932886,0.0,0.8370885574880543
2.0134228187919465,0.0,1.4891398923116292
2.348993288590604,0.0,0.9989125924405113
2.684563758389262,0.0,1.064652725927288
3.0201342281879198,0.0,0.8265787231447653
3.3557046979865772,0.0,0.9252364357345494
3.691275167785235,0.0,0.8610269510731587
4.026845637583893,0.0,0.6615510016990124
4.3624161073825505,0.0,1.3399370151458867
4.697986577181208,0.0,1.2582287888134067
5.033557046979866,0.0,0.8797833769510357
5.369127516778524,0.0,0.6584502091411887
5.704697986577181,0.0,0.9362947426004842
6.0402684563758395,0.0,0.6191095446351493
6.375838926174497,0.0,0.35290081772712123
6.7114093959731544,0.0,0.37984743530656334
7.046979865771813,0.0,0.363497427782503
7.38255033557047,0.0,0.2984675670863139
7.718120805369128,0.0,0.25987241543050277
8.053691275167786,0.0,-0.1994776996880982
8.389261744966444,0.0,0.47936430057039414
8.724832214765101,0.0,0.48936313205871557
9.060402684563758,0.0,0.17633692868712308
9.395973154362416,0.0,-0.2477766778470333
9.731543624161075,0.0,-0.023762010699607275
10.067114093959733,0.0,-0.38000472734052554
10.40268456375839,0.0,-0.21533240082637206
10.738255033557047,0.0,0.19387149330182768
11.073825503355705,0.0,-0.7676183803642408
11.409395973154362,0.0,-0.6627845433583283
11.74496644295302,0.0,-0.15099873178812157
12.080536912751679,0.0,-0.4461749705396839
12.416107382550337,0.0,-0.4227817331544042
12.751677852348994,0.0,-0.36425946191702807
13.087248322147651,0.0,-1.4584740770543494
13.422818791946309,0.0,-0.8221080411750081
13.758389261744966,0.0,-1.3980903180784598
14.093959731543626,0.0,-0.899597904014847
14.429530201342283,0.0,-0.3265112198867738
14.76510067114094,0.0,-0.7104016966575005
15.100671140939598,0.0,-0.9129680259209936
15.436241610738255,0.0,-0.4919848639299123
15.771812080536913,0.0,-1.1528607060258564
16.107382550335572,0.0,-0.9632194085311985
16.44295302013423,0.0,-1.2215447089880291
16.778523489932887,0.0,-1.6024374645432369
17.114093959731544,0.0,-1.7754707367098657
17.449664429530202,0.0,-2.420177096344488
17.78523489932886,0.0,-1.0049048820950572
18.120805369127517,0.0,-0.9974380144529365
18.456375838926174,0.0,-0.7540854982693744
18.79194630872483,0.0,0.3228933844918819
19.12751677852349,0.0,0.2843512938350099
19.46308724832215,0.0,0.6374374759541375
19.798657718120808,0.0,1.3448910282306217
20.134228187919465,0.0,1.3746510149104654
20.469798657718123,0.0,1.8497141464789706
20.80536912751678,0.0,1.591373307371491
21.140939597315437,0.0,1.4882780169252738
21.476510067114095,0.0,1.4893458579546999
21.812080536912752,0.0,0.783260186649962
22.14765100671141,0.0,0.8360028139586241
22.483221476510067,0.0,0.7943226408907195
22.818791946308725,0.0,0.978753280481533
23.154362416107382,0.0,1.2048651783370998
23.48993288590604,0.0,0.6564834481851458
23.8255033557047,0.0,0.8399767031641507
24.161073825503358,0.0,0.817413801944506
24.496644295302016,0.0,0.32756774402419003
24.832214765100673,0.0,1.0273474037819392
25.16778523489933,0.0,0.6664997386450336
25.503355704697988,0.0,0.12065781908124168
25.838926174496645,0.0,-0.06600831442272515
26.174496644295303,0.0,0.17656399686856356
26.51006711409396,0.0,-0.4570460035076049
26.845637583892618,0.0,-0.04078109312084838
27.181208053691275,0.0,0.012069464217342729
27.516778523489933,0.0,0.29916055084559756
27.85234899328859,0.0,-0.07364997493307779
28.18791946308725,0.0,0.3698710745616249
28.52348993288591,0.0,0.4311498777008033
28.859060402684566,0.0,-0.3151985782984451
29.194630872483224,0.0,-0.6365490288184517
29.53020134228188,0.0,-0.41191440469521745
29.86577181208054,0.0,-0.3262518430331189
30.201342281879196,0.0,-0.5784774694763788
30.536912751677853,0.0,0.09988326318701346
30.87248322147651,0.0,-0.5294234977497819
31.20805369127517,0.0,-0.684895282025451
31.543624161073826,0.0,-0.6433865260143703
31.879194630872483,0.0,-0.25395237397214204
32.214765100671144,0.0,-0.6507924296531913
32.5503355704698,0.0,-1.282527070536133
32.88590604026846,0.0,-0.6171772292798821
33.22147651006711,0.0,-0.6625250528336638
33.557046979865774,0.0,-0.9264449535597996
33.89261744966443,0.0,-0.2916247130719156
34.22818791946309,0.0,-0.7270971303365312
34.56375838926175,0.0,-0.9357574911308159
34.899328859060404,0.0,-0.9545172692514743
35.234899328859065,0.0,-0.9956142291805111
35.57046979865772,0.0,-1.079507193995894
35.90604026845638,0.0,-1.747170383769516
36.241610738255034,0.0,-1.6675707750076658
36.577181208053695,0.0,-1.1897938903551222
36.91275167785235,0.0,-1.4428085971225606
37.24832214765101,0.0,-0.6788545586633132
37.58389261744966,0.0,-0.6416842214184413
37.919463087248324,0.0,0.5329658450802814
38.25503355704698,0.0,0.6650402422535882
38.59060402684564,0.0,1.1015151438947273
38.9261744966443,0.0,1.4781888535937708
39.261744966442954,0.0,1.2372639830491066
39.597315436241615,0.0,1.5680033727679072
39.93288590604027,0.0,1.4749487985194396
40.26845637583893,0.0,0.5774421518990961
40.604026845637584,0.0,0.7809889537431073
40.939597315436245,0.0,0.7536400299638538
41.2751677852349,0.0,0.4086108955203322
41.61073825503356,0.0,0.8797225675098206
41.946308724832214,0.0,0.5486942718085415
42.281879194630875,0.0,1.180519192821656
42.61744966442953,0.0,1.292076580224244
42.95302013422819,0.0,1.191342205749192
43.28859060402685,0.0,1.301128214269657
43.624161073825505,0.0,0.4757480995226684
43.959731543624166,0.0,0.1509040109228869
44.29530201342282,0.0,-0.24849761699876777
44.63087248322148,0.0,0.4869629877237449
44.966442953020135,0.0,0.1738960506742525
45.302013422818796,0.0,0.4406168428167871
45.63758389261745,0.0,0.7159385624498517
45.97315436241611,0.0,0.16691012640132566
46.308724832214764,0.0,0.0027862283531188414
46.644295302013425,0.0,-0.184504631915759
46.97986577181208,0.0,0.20074220988617617
47.31543624161074,0.0,0.14167621400237346
47.6510067114094,0.0,0.18240975131115506
47.986577181208055,0.0,0.1368202343865405
48.322147651006716,0.0,-0.22599608875456578
48.65771812080537,0.0,0.14399684386861855
48.99328859060403,0.0,-0.34911232586106883
49.328859060402685,0.0,-0.35348599013151477
49.664429530201346,0.0,-0.11407774385568831
50.0,0.0,-0.16575911786610123
0.0,0.33557046979865773,-0.007070249932634851
0.33557046979865773,0.33557046979865773,0.5892046502868615
0.6711409395973155,0.33557046979865773,0.6668659493269644
1.0067114093959733,0.33557046979865773,1.0010376147624167
1.342281879194631,0.33557046979865773,1.6867702532418343
1.6778523489932886,0.33557046979865773,0.8680668383866937
2.0134228187919465,0.33557046979865773,1.6487789316055004
2.348993288590604,0.33557046979865773,1.4454839174657297
2.684563758389262,0.33557046979865773,1.6417124467821411
3.0201342281879198,0.33557046979865773,0.5075585777009273
3.3557046979865772,0.33557046979865773,0.8366283768048993
3.691275167785235,0.33557046979865773,0.7126651430495167
4.026845637583893,0.33557046979865773,1.1417820984085707
4.3624161073825505,0.33557046979865773,0.8935839019716877
4.697986577181208,0.33557046979865773,0.4682571252423861
5.033557046979866,0.33557046979865773,0.9963051101719397
5.369127516778524,0.33557046979865773,1.161687935185795
5.704697986577181,0.33557046979865773,0.4800885523083258
6.0402684563758395,0.33557046979865773,0.6792709694332915
6.375838926174497,0.33557046979865773,0.4743691212343638
6.7114093959731544,0.33557046979865773,0.921529182062435
7.046979865771813,0.33557046979865773,0.6895863235869996
7.38255033557047,0.33557046979865773,0.012426663312351982
7.718120805369128,0.33557046979865773,0.21522037342250114
8.053691275167786,0.33557046979865773,0.23377544672004064
8.389261744966444,0.33557046979865773,0.13746617643120873
8.724832214765101,0.33557046979865773,-0.12901809588722293
9.060402684563758,0.33557046979865773,-0.17009881530830928
9.395973154362416,0.33557046979865773,-0.33961543892895224
9.731543624161075,0.33557046979865773,-0.1928425793751226
10.067114093959733,0.33557046979865773,-0.08907400907227218
10.40268456375839,0.33557046979865773,-0.21233944326643286
10.738255033557047,0.33557046979865773,-0.4809087721392872
11.073825503355705,0.33557046979865773,0.062059752568672355
